valor1,valor2,operador,resultado
730,275,-,455
369,910,-,-541
772,184,-,588
347,267,-,80
871,139,-,732
260,989,-,-729
373,963,-,-590
422,710,-,-288
882,818,-,64
430,102,-,328
485,331,-,154
686,175,-,511
211,103,-,108
154,227,-,-73
724,427,-,297
894,101,-,793
737,994,-,-257
184,512,-,-328
953,949,-,4
884,43,-,841
130,772,-,-642
868,463,-,405
322,45,-,277
163,925,-,-762
470,137,-,333
665,899,-,-234
30,443,-,-413
88,482,-,-394
639,755,-,-116
240,413,-,-173
297,73,-,224
550,758,-,-208
444,765,-,-321
512,69,-,443
49,80,-,-31
369,242,-,127
305,575,-,-270
676,216,-,460
718,786,-,-68
910,159,-,751
172,9,-,163
442,411,-,31
347,370,-,-23
467,52,-,415
926,348,-,578
226,680,-,-454
839,913,-,-74
343,485,-,-142
38,650,-,-612
766,802,-,-36
901,921,-,-20
93,295,-,-202
371,241,-,130
710,148,-,562
188,735,-,-547
954,262,-,692
11,542,-,-531
788,371,-,417
451,495,-,-44
14,262,-,-248
364,456,-,-92
583,822,-,-239
381,932,-,-551
618,720,-,-102
594,485,-,109
606,410,-,196
813,182,-,631
581,548,-,33
689,428,-,261
39,977,-,-938
475,226,-,249
607,838,-,-231
579,280,-,299
217,118,-,99
738,506,-,232
367,652,-,-285
383,312,-,71
851,940,-,-89
499,130,-,369
291,314,-,-23
205,520,-,-315
767,246,-,521
644,321,-,323
316,962,-,-646
728,838,-,-110
963,645,-,318
249,988,-,-739
818,975,-,-157
954,446,-,508
972,777,-,195
393,221,-,172
667,410,-,257
405,265,-,140
338,695,-,-357
862,270,-,592
61,104,-,-43
183,32,-,151
59,607,-,-548
298,263,-,35
579,436,-,143
535,3,-,532
720,195,-,525
701,682,-,19
983,523,-,460
792,583,-,209
721,765,-,-44
550,789,-,-239
233,642,-,-409
918,72,-,846
561,788,-,-227
270,639,-,-369
391,621,-,-230
303,471,-,-168
655,147,-,508
862,350,-,512
559,909,-,-350
8,469,-,-461
926,727,-,199
366,901,-,-535
33,525,-,-492
86,815,-,-729
440,169,-,271
223,792,-,-569
629,68,-,561
895,465,-,430
668,159,-,509
843,563,-,280
681,462,-,219
945,123,-,822
594,667,-,-73
101,43,-,58
293,800,-,-507
283,755,-,-472
367,491,-,-124
349,297,-,52
710,976,-,-266
630,74,-,556
17,910,-,-893
38,191,-,-153
427,79,-,348
533,227,-,306
260,246,-,14
868,9,-,859
35,610,-,-575
6,153,-,-147
247,556,-,-309
968,501,-,467
880,430,-,450
554,516,-,38
755,247,-,508
409,225,-,184
503,552,-,-49
774,602,-,172
618,531,-,87
447,291,-,156
589,558,-,31
744,919,-,-175
744,322,-,422
966,690,-,276
972,257,-,715
462,44,-,418
279,396,-,-117
374,503,-,-129
882,827,-,55
233,255,-,-22
287,449,-,-162
966,807,-,159
296,522,-,-226
682,99,-,583
904,682,-,222
572,112,-,460
19,56,-,-37
844,330,-,514
619,48,-,571
454,110,-,344
73,70,-,3
745,373,-,372
122,700,-,-578
706,170,-,536
126,812,-,-686
9,37,-,-28
574,530,-,44
32,30,-,2
567,273,-,294
99,503,-,-404
362,169,-,193
195,585,-,-390
997,456,-,541
246,151,-,95
6,458,-,-452
350,706,-,-356
855,41,-,814
522,954,-,-432
994,447,-,547
291,550,-,-259
627,433,-,194
558,503,-,55
228,418,-,-190
833,992,-,-159
272,742,-,-470
418,671,-,-253
533,199,-,334
76,290,-,-214
567,216,-,351
455,585,-,-130
671,513,-,158
835,791,-,44
503,954,-,-451
526,638,-,-112
228,537,-,-309
680,664,-,16
918,866,-,52
508,43,-,465
492,343,-,149
658,591,-,67
567,113,-,454
967,52,-,915
539,326,-,213
582,384,-,198
198,889,-,-691
806,238,-,568
854,688,-,166
103,246,-,-143
766,482,-,284
98,871,-,-773
683,836,-,-153
675,176,-,499
52,807,-,-755
395,307,-,88
818,638,-,180
99,746,-,-647
394,756,-,-362
93,754,-,-661
275,718,-,-443
981,441,-,540
78,563,-,-485
965,405,-,560
390,795,-,-405
230,501,-,-271
854,351,-,503
86,50,-,36
626,541,-,85
968,215,-,753
662,41,-,621
7,717,-,-710
426,774,-,-348
78,577,-,-499
690,130,-,560
130,425,-,-295
725,137,-,588
840,353,-,487
699,878,-,-179
853,955,-,-102
828,452,-,376
884,617,-,267
964,711,-,253
16,342,-,-326
969,608,-,361
925,482,-,443
477,506,-,-29
946,106,-,840
887,554,-,333
539,943,-,-404
708,457,-,251
322,661,-,-339
912,778,-,134
233,674,-,-441
851,778,-,73
551,772,-,-221
403,314,-,89
655,440,-,215
120,225,-,-105
223,249,-,-26
562,283,-,279
515,60,-,455
340,759,-,-419
578,736,-,-158
31,476,-,-445
430,87,-,343
31,421,-,-390
420,482,-,-62
434,151,-,283
847,282,-,565
923,791,-,132
361,430,-,-69
780,481,-,299
942,639,-,303
476,54,-,422
62,26,-,36
251,943,-,-692
107,321,-,-214
973,158,-,815
869,786,-,83
793,327,-,466
162,50,-,112
584,879,-,-295
663,392,-,271
82,853,-,-771
362,395,-,-33
825,55,-,770
454,518,-,-64
901,444,-,457
443,769,-,-326
698,290,-,408
635,194,-,441
556,286,-,270
433,962,-,-529
972,449,-,523
423,209,-,214
289,716,-,-427
758,591,-,167
770,747,-,23
315,744,-,-429
407,887,-,-480
825,601,-,224
152,942,-,-790
729,829,-,-100
916,415,-,501
947,75,-,872
591,112,-,479
293,748,-,-455
32,529,-,-497
366,576,-,-210
121,936,-,-815
858,170,-,688
948,517,-,431
740,432,-,308
707,87,-,620
615,551,-,64
157,749,-,-592
679,725,-,-46
64,912,-,-848
574,581,-,-7
374,76,-,298
131,299,-,-168
320,832,-,-512
878,849,-,29
820,962,-,-142
471,517,-,-46
608,323,-,285
182,974,-,-792
252,6,-,246
643,538,-,105
163,648,-,-485
196,281,-,-85
820,787,-,33
268,384,-,-116
571,835,-,-264
357,409,-,-52
416,558,-,-142
28,433,-,-405
495,571,-,-76
894,746,-,148
73,198,-,-125
298,70,-,228
577,306,-,271
862,827,-,35
526,921,-,-395
923,942,-,-19
270,1,-,269
618,394,-,224
845,382,-,463
645,235,-,410
445,277,-,168
613,167,-,446
991,635,-,356
609,108,-,501
681,745,-,-64
600,473,-,127
776,913,-,-137
357,96,-,261
730,682,-,48
877,728,-,149
899,233,-,666
245,313,-,-68
305,294,-,11
110,517,-,-407
413,870,-,-457
628,568,-,60
381,381,-,0
681,919,-,-238
285,174,-,111
291,449,-,-158
204,936,-,-732
107,764,-,-657
979,158,-,821
871,513,-,358
532,554,-,-22
320,901,-,-581
436,103,-,333
681,321,-,360
922,565,-,357
951,89,-,862
714,908,-,-194
456,17,-,439
548,238,-,310
70,348,-,-278
422,140,-,282
299,46,-,253
16,611,-,-595
954,933,-,21
815,272,-,543
715,929,-,-214
316,923,-,-607
440,940,-,-500
514,893,-,-379
353,99,-,254
498,763,-,-265
914,101,-,813
635,508,-,127
316,172,-,144
473,704,-,-231
933,810,-,123
583,375,-,208
149,141,-,8
715,75,-,640
618,206,-,412
937,513,-,424
363,480,-,-117
52,604,-,-552
182,887,-,-705
77,597,-,-520
45,292,-,-247
935,987,-,-52
354,802,-,-448
716,583,-,133
148,767,-,-619
823,316,-,507
829,797,-,32
287,400,-,-113
701,399,-,302
183,229,-,-46
250,346,-,-96
837,976,-,-139
244,376,-,-132
80,445,-,-365
596,298,-,298
753,818,-,-65
386,833,-,-447
280,488,-,-208
308,395,-,-87
547,988,-,-441
116,774,-,-658
806,761,-,45
237,882,-,-645
365,100,-,265
753,999,-,-246
64,936,-,-872
149,690,-,-541
392,261,-,131
42,971,-,-929
222,159,-,63
129,308,-,-179
75,592,-,-517
643,917,-,-274
363,339,-,24
955,56,-,899
746,917,-,-171
341,609,-,-268
227,334,-,-107
660,213,-,447
613,573,-,40
107,469,-,-362
198,112,-,86
508,798,-,-290
847,199,-,648
15,395,-,-380
158,375,-,-217
892,408,-,484
2,992,-,-990
355,879,-,-524
388,128,-,260
746,257,-,489
659,364,-,295
82,418,-,-336
272,658,-,-386
934,114,-,820
735,34,-,701
717,992,-,-275
57,575,-,-518
485,533,-,-48
651,942,-,-291
54,512,-,-458
965,867,-,98
333,853,-,-520
924,615,-,309
438,464,-,-26
355,743,-,-388
711,502,-,209
290,636,-,-346
955,595,-,360
572,349,-,223
541,550,-,-9
863,948,-,-85
653,982,-,-329
381,559,-,-178
661,252,-,409
412,946,-,-534
740,978,-,-238
290,476,-,-186
249,28,-,221
780,943,-,-163
684,732,-,-48
618,261,-,357
632,513,-,119
968,47,-,921
407,510,-,-103
874,558,-,316
352,745,-,-393
824,510,-,314
108,4,-,104
115,690,-,-575
315,277,-,38
541,191,-,350
196,925,-,-729
114,688,-,-574
974,371,-,603
914,468,-,446
202,762,-,-560
687,37,-,650
199,716,-,-517
745,839,-,-94
274,798,-,-524
827,336,-,491
208,569,-,-361
812,991,-,-179
897,584,-,313
853,802,-,51
363,246,-,117
129,817,-,-688
723,591,-,132
871,5,-,866
954,110,-,844
25,141,-,-116
582,329,-,253
644,733,-,-89
36,365,-,-329
922,450,-,472
460,44,-,416
562,510,-,52
76,199,-,-123
552,582,-,-30
96,949,-,-853
961,128,-,833
956,47,-,909
221,330,-,-109
441,58,-,383
949,135,-,814
821,490,-,331
261,130,-,131
494,577,-,-83
500,78,-,422
600,282,-,318
310,199,-,111
818,77,-,741
756,703,-,53
81,662,-,-581
813,376,-,437
963,422,-,541
375,79,-,296
346,384,-,-38
687,687,-,0
840,385,-,455
952,406,-,546
999,455,-,544
379,838,-,-459
780,894,-,-114
788,304,-,484
269,319,-,-50
777,844,-,-67
318,372,-,-54
649,951,-,-302
346,53,-,293
813,468,-,345
163,726,-,-563
929,145,-,784
436,59,-,377
326,317,-,9
869,720,-,149
124,80,-,44
227,931,-,-704
685,869,-,-184
342,458,-,-116
322,848,-,-526
272,933,-,-661
946,717,-,229
365,53,-,312
408,397,-,11
111,649,-,-538
591,452,-,139
581,872,-,-291
353,314,-,39
529,67,-,462
273,855,-,-582
333,736,-,-403
17,559,-,-542
419,843,-,-424
427,113,-,314
680,824,-,-144
736,407,-,329
249,20,-,229
380,808,-,-428
791,913,-,-122
294,758,-,-464
331,251,-,80
861,725,-,136
79,872,-,-793
487,597,-,-110
370,199,-,171
492,686,-,-194
675,961,-,-286
737,185,-,552
281,582,-,-301
636,236,-,400
762,954,-,-192
862,107,-,755
609,552,-,57
822,328,-,494
620,652,-,-32
719,400,-,319
849,267,-,582
126,827,-,-701
524,533,-,-9
52,866,-,-814
163,841,-,-678
609,203,-,406
352,628,-,-276
704,722,-,-18
222,140,-,82
37,759,-,-722
826,483,-,343
396,268,-,128
919,406,-,513
842,443,-,399
374,387,-,-13
9,76,-,-67
558,62,-,496
974,537,-,437
132,712,-,-580
620,897,-,-277
589,614,-,-25
143,176,-,-33
690,781,-,-91
242,465,-,-223
301,672,-,-371
15,140,-,-125
63,113,-,-50
579,74,-,505
362,314,-,48
214,998,-,-784
624,530,-,94
882,92,-,790
939,790,-,149
785,436,-,349
22,134,-,-112
876,636,-,240
822,483,-,339
545,24,-,521
73,961,-,-888
108,193,-,-85
600,601,-,-1
526,334,-,192
212,437,-,-225
693,163,-,530
680,838,-,-158
309,620,-,-311
447,185,-,262
413,83,-,330
89,857,-,-768
342,771,-,-429
652,196,-,456
580,35,-,545
275,827,-,-552
306,890,-,-584
931,5,-,926
186,465,-,-279
946,685,-,261
377,617,-,-240
322,442,-,-120
597,18,-,579
288,714,-,-426
605,946,-,-341
758,370,-,388
157,328,-,-171
445,160,-,285
54,376,-,-322
956,222,-,734
255,80,-,175
669,328,-,341
823,503,-,320
343,811,-,-468
816,674,-,142
759,776,-,-17
997,496,-,501
238,173,-,65
993,632,-,361
593,714,-,-121
702,147,-,555
948,211,-,737
654,893,-,-239
76,413,-,-337
27,745,-,-718
57,226,-,-169
548,871,-,-323
87,863,-,-776
328,95,-,233
942,164,-,778
981,278,-,703
217,956,-,-739
39,893,-,-854
157,146,-,11
510,930,-,-420
222,181,-,41
601,39,-,562
788,902,-,-114
422,669,-,-247
183,133,-,50
183,256,-,-73
171,651,-,-480
345,298,-,47
315,976,-,-661
137,677,-,-540
537,236,-,301
457,359,-,98
905,26,-,879
475,944,-,-469
137,183,-,-46
922,241,-,681
716,175,-,541
670,93,-,577
342,818,-,-476
687,283,-,404
717,497,-,220
170,440,-,-270
7,202,-,-195
289,162,-,127
967,238,-,729
271,782,-,-511
370,21,-,349
949,495,-,454
543,539,-,4
656,335,-,321
119,23,-,96
541,955,-,-414
893,702,-,191
29,42,-,-13
297,500,-,-203
186,225,-,-39
721,947,-,-226
809,104,-,705
611,877,-,-266
166,839,-,-673
277,365,-,-88
803,782,-,21
18,754,-,-736
382,578,-,-196
642,570,-,72
37,282,-,-245
816,331,-,485
367,596,-,-229
796,280,-,516
236,657,-,-421
309,55,-,254
344,880,-,-536
994,907,-,87
896,795,-,101
484,335,-,149
790,116,-,674
989,887,-,102
532,909,-,-377
424,226,-,198
493,405,-,88
679,718,-,-39
71,858,-,-787
790,626,-,164
716,895,-,-179
535,919,-,-384
15,391,-,-376
346,281,-,65
436,7,-,429
486,295,-,191
905,393,-,512
214,972,-,-758
699,744,-,-45
302,549,-,-247
362,632,-,-270
783,158,-,625
184,3,-,181
523,124,-,399
518,700,-,-182
782,1,-,781
113,449,-,-336
859,937,-,-78
94,516,-,-422
767,853,-,-86
888,103,-,785
81,709,-,-628
914,606,-,308
358,183,-,175
891,267,-,624
269,48,-,221
73,892,-,-819
839,717,-,122
239,543,-,-304
321,442,-,-121
94,916,-,-822
873,727,-,146
866,349,-,517
644,108,-,536
967,112,-,855
169,695,-,-526
369,222,-,147
417,86,-,331
714,66,-,648
426,801,-,-375
64,589,-,-525
388,480,-,-92
591,558,-,33
60,30,-,30
786,292,-,494
734,218,-,516
96,184,-,-88
98,608,-,-510
541,346,-,195
421,509,-,-88
270,994,-,-724
139,554,-,-415
769,92,-,677
629,894,-,-265
662,649,-,13
662,438,-,224
519,192,-,327
906,114,-,792
937,633,-,304
168,980,-,-812
607,264,-,343
853,699,-,154
548,473,-,75
470,651,-,-181
670,725,-,-55
58,505,-,-447
439,173,-,266
393,701,-,-308
27,805,-,-778
461,846,-,-385
320,81,-,239
332,141,-,191
745,940,-,-195
190,552,-,-362
352,709,-,-357
19,990,-,-971
799,905,-,-106
45,620,-,-575
846,985,-,-139
804,936,-,-132
503,97,-,406
370,233,-,137
678,501,-,177
155,172,-,-17
938,402,-,536
475,900,-,-425
334,923,-,-589
292,141,-,151
210,435,-,-225
741,196,-,545
579,246,-,333
664,819,-,-155
402,985,-,-583
430,563,-,-133
460,68,-,392
595,271,-,324
189,737,-,-548
784,497,-,287
88,240,-,-152
499,902,-,-403
513,337,-,176
130,706,-,-576
153,873,-,-720
55,477,-,-422
326,207,-,119
952,158,-,794
231,188,-,43
994,335,-,659
392,909,-,-517
930,14,-,916
162,54,-,108
140,204,-,-64
319,716,-,-397
35,46,-,-11
476,255,-,221
300,827,-,-527
792,551,-,241
831,409,-,422
717,184,-,533
468,825,-,-357
947,931,-,16
834,235,-,599
635,571,-,64
896,338,-,558
548,916,-,-368
16,451,-,-435
761,503,-,258
716,130,-,586
462,766,-,-304
639,830,-,-191
417,92,-,325
821,921,-,-100
365,404,-,-39
531,220,-,311
491,396,-,95
459,715,-,-256
629,571,-,58
25,460,-,-435
336,336,-,0
633,166,-,467
817,488,-,329
458,900,-,-442
961,684,-,277
176,743,-,-567
819,236,-,583
849,595,-,254
238,337,-,-99
191,722,-,-531
123,877,-,-754
711,123,-,588
123,37,-,86
721,531,-,190
622,954,-,-332
28,964,-,-936
719,548,-,171
436,651,-,-215
907,568,-,339
751,144,-,607
354,76,-,278
42,116,-,-74
322,864,-,-542
944,898,-,46
914,90,-,824
284,318,-,-34
673,365,-,308
481,958,-,-477
673,43,-,630
550,191,-,359
658,116,-,542
268,566,-,-298
84,809,-,-725
406,391,-,15
714,354,-,360
522,101,-,421
396,654,-,-258
379,991,-,-612
141,783,-,-642
541,114,-,427
704,386,-,318
308,472,-,-164
719,962,-,-243
968,141,-,827
4,942,-,-938
329,110,-,219
607,603,-,4
521,601,-,-80
316,33,-,283
891,985,-,-94
411,26,-,385
325,416,-,-91
164,4,-,160
807,461,-,346
78,57,-,21
897,948,-,-51
318,182,-,136
674,720,-,-46
99,274,-,-175
958,556,-,402
289,709,-,-420
562,980,-,-418
728,413,-,315
366,304,-,62
746,665,-,81
188,423,-,-235
546,508,-,38
473,297,-,176
11,728,-,-717
716,687,-,29
234,46,-,188
610,116,-,494
488,999,-,-511
292,738,-,-446
358,906,-,-548
245,159,-,86
810,607,-,203
471,582,-,-111
684,964,-,-280
222,480,-,-258
413,904,-,-491
921,98,-,823
910,284,-,626
215,556,-,-341
953,288,-,665
85,475,-,-390
56,982,-,-926
